# fluera-phrases v2 lang=en built=2026-05-20 sha256=fbbf5185bf722d7d63a39380eefa36f18f85fc8cd2fa8be74a72cc4610c38621 rows=15501
phrase	domains	kind
arthroplasty replacement hip	med	medical
arthroplasty replacement knee	med	medical
arthroplasty replacement shoulder	med	medical
arthropod antennae	med	medical
arthropod compound eye	med	medical
arthropod proteins	med	medical
arthropod vectors	med	medical
arthropod venoms	med	medical
arthus reaction	med	medical
article iii judge	law	legal
articular arthrometry	med	medical
articular cartilage	med	medical
articular ligaments	med	medical
articular range of motion	med	medical
articulation disorders	med	medical
artificial cardiac pacing	med	medical
artificial cells	med	medical
artificial chromosomes	med	medical
artificial eye	med	medical
artificial gene fusion	med	medical
artificial heart	med	medical
artificial insemination	med	medical
artificial intelligence	med	medical
artificial kidneys	med	medical
artificial larynx	med	medical
artificial lens implant migration	med	medical
artificial life	med	medical
artificial limbs	med	medical
artificial liver	med	medical
artificial membranes	med	medical
artificial organs	med	medical
artificial pacemaker	med	medical
artificial pancreas	med	medical
artificial pneumoperitoneum	med	medical
artificial pneumothorax	med	medical
artificial receptors	med	medical
artificial respiration	med	medical
artificial saliva	med	medical
artificial skin	med	medical
artificial tooth	med	medical
artificial urinary sphincter	med	medical
artificially sweetened beverages	med	medical
artistic anatomy	med	medical
aryl hydrocarbon hydroxylases	med	medical
aryl hydrocarbon receptors	med	medical
arylsulfonic acids	med	medical
arytenoid cartilage	med	medical
ascaridida infections	med	medical
ascaris lumbricoides	med	medical
ascaris suum	med	medical
ascending aorta aneurysm	med	medical
ascending aorta dissection	med	medical
ascending colon	med	medical
ascitic fluid	med	medical
ascorbate oxidase	med	medical
ascorbate peroxidases	med	medical
ascorbic acid	med	medical
ascorbic acid deficiency	med	medical
aseptic meningitis	med	medical
asexual reproduction	med	medical
asialoglycoprotein receptor	med	medical
asian people	med	medical
asparagus plant	med	medical
aspartate aminotransferases	med	medical
aspartate carbamoyltransferase	med	medical
aspartate kinase	med	medical
aspartic acid	med	medical
aspartic acid endopeptidases	med	medical
aspartic acid proteases	med	medical
aspartokinase homoserine dehydrogenase	med	medical
asperger syndrome	med	medical
aspergillus flavus	med	medical
aspergillus fumigatus	med	medical
aspergillus nidulans	med	medical
aspergillus niger	med	medical
aspergillus ochraceus	med	medical
aspergillus oryzae	med	medical
asphyxia neonatorum	med	medical
aspiration pneumonia	med	medical
assessment of medication adherence	med	medical
assisted circulation	med	medical
assisted living facilities	med	medical
assisted reproductive techniques	med	medical
assisted suicide	med	medical
association learning	med	medical
aster plant	med	medical
astragalus gummifer	med	medical
astragalus plant	med	medical
astragalus propinquus	med	medical
astronomical objects	med	medical
astronomical phenomena	med	medical
astroviridae infections	med	medical
asymmetric cell division	med	medical
asymptomatic diseases	med	medical
asymptomatic infections	med	medical
at rich sequence	med	medical
ataxia telangiectasia	med	medical
ataxia telangiectasia mutated proteins	med	medical
atazanavir sulfate	med	medical
ateles geoffroyi	med	medical
atherogenic diet	med	medical
atherosclerotic plaque	med	medical
athletic injuries	med	medical
athletic performance	med	medical
athletic tape	med	medical
athletic trainers	med	medical
atlantic islands	med	medical
atlantic ocean	med	medical
atlases as topic	med	medical
atmosphere exposure chambers	med	medical
atmospheric pressure	med	medical
atomic bomb survivors	med	medical
atomic force microscopy	med	medical
atomic spectrophotometry	med	medical
atomoxetine hydrochloride	med	medical
atopic dermatitis	med	medical
atp phosphoribosyltransferase	med	medical
atp synthetase complexes	med	medical
atp translocases mitochondrial adp	med	medical
atpase inhibitory protein	med	medical
atrial appendage	med	medical
atrial fibrillation	med	medical
atrial flutter	med	medical
atrial function	med	medical
atrial heart septal defects	med	medical
atrial myosins	med	medical
atrial natriuretic factor	med	medical
atrial natriuretic factor receptors	med	medical
atrial premature complexes	med	medical
atrial pressure	med	medical
atrial remodeling	med	medical
atrial septum	med	medical
atrioventricular block	med	medical
atrioventricular nodal reentry tachycardia	med	medical
atrioventricular node	med	medical
atropa belladonna	med	medical
atrophic gastritis	med	medical
atrophic maxilla	med	medical
atrophic muscular disorders	med	medical
atrophic rhinitis	med	medical
atrophic vaginitis	med	medical
atropine derivatives	med	medical
attempted suicide	med	medical
attentional bias	med	medical
attentional blink	med	medical
attenuated vaccines	med	medical
attitude of health personnel	med	medical
attitude to computers	med	medical
attitude to death	med	medical
attitude to health	med	medical
atypical bacterial forms	med	medical
atypical hemolytic uremic syndrome	med	medical
au rich elements	med	medical
audiologic recruitment detection	med	medical
audiovisual aids	med	medical
auditory brain stem implantation	med	medical
auditory brain stem implants	med	medical
auditory cortex	med	medical
auditory evoked potentials	med	medical
auditory fatigue	med	medical
auditory hair cells	med	medical
auditory pathways	med	medical
auditory perception	med	medical
auditory perceptual disorders	med	medical
auditory threshold	med	medical
augmented reality	med	medical
aurintricarboxylic acid	med	medical
aurora kinases	med	medical
australasian people	med	medical
australian capital territory	med	medical
autism spectrum disorder	med	medical
autistic disorder	med	medical
autobiographies as topic	med	medical
autocrine communication	med	medical
autocrine motility factor receptors	med	medical
autogenic training	med	medical
autoimmune diseases	med	medical
autoimmune hepatitis	med	medical
autoimmune hypophysitis	med	medical
autoimmune lymphoproliferative syndrome	med	medical
autoimmune pancreatitis	med	medical
autoimmune polyendocrinopathies	med	medical
autoimmune thyroiditis	med	medical
autologous blood transfusion	med	medical
autologous transplantation	med	medical
automated facial recognition	med	medical
automated pattern recognition	med	medical
automatic food dispensers	med	medical
automatic stay	law	legal
automobile driver examination	med	medical
automobile driving	med	medical
autonomic agents	med	medical
autonomic denervation	med	medical
autonomic dysreflexia	med	medical
autonomic ganglia	med	medical
autonomic nerve block	med	medical
autonomic nervous system	med	medical
autonomic nervous system diseases	med	medical
autonomic pathways	med	medical
autonomous robots	med	medical
autonomous vehicles	med	medical
autophagic cell death	med	medical
autosomal dominant optic atrophy	med	medical
autosomal dominant polycystic kidney	med	medical
autosomal recessive polycystic kidney	med	medical
autotrophic processes	med	medical
aversive agents	med	medical
aversive therapy	med	medical
avian crop	med	medical
avian encephalomyelitis virus	med	medical
avian gizzard	med	medical
avian leukosis	med	medical
avian leukosis virus	med	medical
avian malaria	med	medical
avian myeloblastosis virus	med	medical
avian orthoreovirus	med	medical
avian proteins	med	medical
avian reticuloendotheliosis	med	medical
avian reticuloendotheliosis viruses	med	medical
avian sarcoma	med	medical
avian sarcoma viruses	med	medical
avian stomach	med	medical
avian tuberculosis	med	medical
aviation accidents	med	medical
avoidance learning	med	medical
avulavirus infections	med	medical
avulsion fractures	med	medical
awards and prizes	med	medical
axenic culture	med	medical
axial spondyloarthritis	med	medical
axillary artery	med	medical
axillary vein	med	medical
axillofemoral bypass grafting	med	medical
axin protein	med	medical
axin signaling complex	med	medical
axl receptor tyrosine kinase	med	medical
axon fasciculation	med	medical
axon guidance	med	medical
axon initial segment	med	medical
axonal transport	med	medical
axonemal dyneins	med	medical
ayurvedic medicine	med	medical
aza compounds	med	medical
azabicyclo compounds	med	medical
azetidinecarboxylic acid	med	medical
azo compounds	med	medical
azorhizobium caulinodans	med	medical
azospirillum brasilense	med	medical
azospirillum lipoferum	med	medical
azotobacter vinelandii	med	medical
azure stains	med	medical
azygos vein	med	medical
babesia bovis	med	medical
babesia microti	med	medical
babinski reflex	med	medical
bacillaceae infections	med	medical
bacillary angiomatosis	med	medical
bacillary dysentery	med	medical
bacillus amyloliquefaciens	med	medical
bacillus anthracis	med	medical
bacillus cereus	med	medical
bacillus clausii	med	medical
bacillus coagulans	med	medical
bacillus firmus	med	medical
bacillus licheniformis	med	medical
bacillus megaterium	med	medical
bacillus phages	med	medical
bacillus pumilus	med	medical
bacillus subtilis	med	medical
bacillus thuringiensis	med	medical
bacillus thuringiensis toxins	med	medical
back injuries	med	medical
back muscles	med	medical
back pain	med	medical
background radiation	med	medical
backtracking algorithms	med	medical
bacterial adhesins	med	medical
bacterial adhesion	med	medical
bacterial antibodies	med	medical
bacterial antigens	med	medical
bacterial capsules	med	medical
bacterial chromatophores	med	medical
bacterial chromosomes	med	medical
bacterial conjunctivitis	med	medical
bacterial dna	med	medical
bacterial drug resistance	med	medical
bacterial endocarditis	med	medical
bacterial eye infections	med	medical
bacterial fimbriae	med	medical
bacterial gene expression regulation	med	medical
bacterial genes	med	medical
bacterial genome	med	medical
bacterial infections	med	medical
bacterial infections and mycoses	med	medical
bacterial load	med	medical
bacterial luciferases	med	medical
bacterial lysates	med	medical
bacterial meningitis	med	medical
bacterial outer membrane	med	medical
bacterial outer membrane proteins	med	medical
bacterial physiological phenomena	med	medical
bacterial pneumonia	med	medical
bacterial polysaccharides	med	medical
bacterial proteins	med	medical
bacterial rna	med	medical
bacterial secretion systems	med	medical
bacterial sexually transmitted diseases	med	medical
bacterial shedding	med	medical
bacterial skin diseases	med	medical
bacterial spores	med	medical
bacterial structures	med	medical
bacterial toxins	med	medical
bacterial transferrin receptor complex	med	medical
bacterial transformation	med	medical
bacterial translocation	med	medical
bacterial typing techniques	med	medical
bacterial vaccines	med	medical
bacterial vaginosis	med	medical
bacterial zoonoses	med	medical
bacteriocin plasmids	med	medical
bacteriological techniques	med	medical
bacteriophage ike	med	medical
bacteriophage lambda	med	medical
bacteriophage mu	med	medical
bacteriophage receptors	med	medical
bacteriophage typing	med	medical
bacteroidaceae infections	med	medical
bacteroides fragilis	med	medical
bacteroides infections	med	medical
bacteroides thetaiotaomicron	med	medical
balamuthia mandrillaris	med	medical
balanced anesthesia	med	medical
balanced dental occlusion	med	medical
balanitis xerotica obliterans	med	medical
balkan nephropathy	med	medical
balkan peninsula	med	medical
balloon angioplasty	med	medical
balloon embolectomy	med	medical
balloon enteroscopy	med	medical
balloon occlusion	med	medical
balloon valvuloplasty	med	medical
baltic states	med	medical
bankart lesions	med	medical
bankruptcy administrator	law	legal
bankruptcy code	law	legal
bankruptcy court	law	legal
bankruptcy estate	law	legal
bankruptcy judge	law	legal
bankruptcy petition	law	legal
barber surgeons	med	medical
bariatric medicine	med	medical
bariatric surgery	med	medical
barium compounds	med	medical
barium enema	med	medical
barium radioisotopes	med	medical
barium sulfate	med	medical
barrett esophagus	med	medical
barrier contraception	med	medical
barrington's nucleus	med	medical
barth syndrome	med	medical
bartholin's glands	med	medical
bartonella bacilliformis	med	medical
bartonella henselae	med	medical
bartonella infections	med	medical
bartonella quintana	med	medical
bartonellaceae infections	med	medical
bartter syndrome	med	medical
basal bodies	med	medical
basal cell carcinoma	med	medical
basal cell neoplasms	med	medical
basal cell nevus syndrome	med	medical
basal forebrain	med	medical
basal ganglia	med	medical
basal ganglia cerebrovascular disease	med	medical
basal ganglia diseases	med	medical
basal ganglia hemorrhage	med	medical
